city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
Campinas,350,4,3,4,0,not acept,not furnished,500,6000,500
São Paulo,74,2,1,0,2,not acept,not furnished,1,2500,1
São Paulo,130,3,2,2,1,not acept,not furnished,1324,3250,571
Campinas,60,2,3,0,1,not acept,furnished,938,1940,0
Belo Horizonte,55,2,1,1,9,not acept,not furnished,655,1300,119
São Paulo,89,3,2,2,4,acept,not furnished,1050,1540,115
Porto Alegre,70,2,2,2,11,acept,not furnished,700,3300,115
Belo Horizonte,141,4,2,1,2,acept,not furnished,0,3000,117
Belo Horizonte,260,4,2,2,0,acept,not furnished,0,2500,251
São Paulo,168,4,2,2,0,acept,not furnished,0,3100,130
Belo Horizonte,24,1,1,1,0,not acept,not furnished,0,550,0
São Paulo,240,4,4,5,14,acept,not furnished,2400,4500,750
São Paulo,178,3,4,4,18,acept,not furnished,2650,10000,125
São Paulo,58,2,1,1,1,acept,furnished,500,2380,120
São Paulo,800,4,7,8,0,not acept,not furnished,10000,8500,209
São Paulo,180,3,2,2,11,acept,not furnished,2750,7000,730
São Paulo,101,3,4,2,4,not acept,furnished,1037,6140,359
São Paulo,50,1,1,0,1,not acept,not furnished,150,830,0
Belo Horizonte,55,2,1,1,4,acept,not furnished,190,600,67
São Paulo,120,2,3,2,0,acept,not furnished,0,5400,0
Campinas,42,2,1,1,3,not acept,not furnished,400,600,15
Belo Horizonte,40,1,1,1,1,not acept,not furnished,0,860,0
São Paulo,78,2,2,2,8,acept,furnished,1400,5800,334
Porto Alegre,144,3,2,1,4,acept,furnished,1450,2740,269
Rio de Janeiro,70,3,1,1,7,acept,not furnished,680,1200,71
Campinas,440,4,4,4,0,not acept,not furnished,0,4000,417
Porto Alegre,44,1,1,1,7,acept,not furnished,600,1250,65
São Paulo,596,4,5,2,0,acept,furnished,0,15000,2620
Porto Alegre,230,3,4,3,0,acept,furnished,2300,10000,417
Belo Horizonte,100,2,1,0,13,acept,not furnished,750,1200,1680
São Paulo,300,3,3,8,0,acept,not furnished,0,5500,286
São Paulo,47,2,1,0,7,acept,furnished,390,1900,0
Campinas,105,3,2,2,6,acept,not furnished,1200,1620,165
São Paulo,65,2,2,1,14,not acept,not furnished,610,1300,3
São Paulo,65,3,2,1,2,acept,not furnished,512,1860,135
São Paulo,60,2,2,2,6,acept,not furnished,1050,2100,344
Campinas,314,3,4,3,0,acept,not furnished,0,4000,349
São Paulo,70,2,1,0,1,acept,not furnished,0,1800,92
Rio de Janeiro,80,3,2,1,5,acept,not furnished,1150,1450,0
São Paulo,350,3,5,5,0,acept,not furnished,0,5500,675
Porto Alegre,52,1,1,0,10,acept,not furnished,130,900,0
São Paulo,380,4,5,6,8,acept,furnished,3150,4900,1737
Rio de Janeiro,70,1,1,0,1,acept,not furnished,634,2400,263
São Paulo,45,2,1,1,4,acept,furnished,430,2364,77
São Paulo,44,1,1,1,9,acept,furnished,1785,2930,205
São Paulo,142,4,4,3,15,not acept,not furnished,1661,2870,559
Belo Horizonte,96,3,1,1,11,acept,furnished,575,2200,154
São Paulo,88,2,3,2,4,acept,not furnished,1200,2803,496
São Paulo,169,3,4,3,9,acept,not furnished,1800,8900,590
Rio de Janeiro,40,1,1,0,2,acept,not furnished,350,900,0
São Paulo,45,1,1,0,0,not acept,not furnished,0,950,0
Rio de Janeiro,320,3,2,0,5,not acept,not furnished,2300,6000,292
São Paulo,82,1,2,1,1,not acept,furnished,1000,11000,25
São Paulo,180,3,4,3,15,acept,not furnished,2200,8900,782
São Paulo,340,4,4,4,4,acept,furnished,3100,8500,1400
Belo Horizonte,100,3,3,1,4,acept,not furnished,800,2300,206
São Paulo,160,3,3,3,9,acept,furnished,2400,10000,584
São Paulo,160,4,4,3,9,acept,furnished,2184,6500,858
Campinas,100,3,2,2,3,acept,not furnished,885,1200,80
São Paulo,33,1,1,1,12,not acept,not furnished,552,4150,95
São Paulo,35,1,2,1,2,acept,not furnished,335,1870,0
Porto Alegre,52,2,2,1,12,acept,not furnished,350,1900,42
São Paulo,180,3,2,2,6,acept,not furnished,2066,5500,518
São Paulo,180,3,2,1,0,not acept,not furnished,0,3000,163
São Paulo,300,4,4,4,12,acept,not furnished,3000,10000,1167
São Paulo,79,2,1,0,0,acept,not furnished,0,2050,218
Porto Alegre,66,2,1,0,4,acept,not furnished,450,1300,42
São Paulo,26,1,1,0,2,not acept,not furnished,0,2060,0
São Paulo,367,4,5,6,1,not acept,not furnished,4384,8000,2110
Campinas,60,2,1,1,7,acept,not furnished,486,900,74
São Paulo,80,2,3,1,5,acept,not furnished,80,1800,0
Rio de Janeiro,50,2,1,0,0,acept,not furnished,0,1170,70
Rio de Janeiro,100,3,1,0,2,acept,not furnished,1290,1250,138
São Paulo,250,3,4,3,13,acept,not furnished,2800,6000,834
Porto Alegre,40,1,1,1,7,not acept,furnished,1300,1200,68
São Paulo,68,2,2,1,8,not acept,not furnished,600,2400,125
São Paulo,35,1,1,1,14,not acept,not furnished,1700,2000,275
Porto Alegre,46,2,1,1,0,acept,not furnished,236,750,16
São Paulo,21,1,1,0,2,acept,not furnished,0,3200,42
Rio de Janeiro,45,1,1,0,8,acept,furnished,1690,3900,0
Belo Horizonte,107,3,2,2,2,acept,furnished,585,2400,184
São Paulo,220,3,3,5,0,acept,not furnished,0,7500,0
São Paulo,380,5,7,4,0,acept,not furnished,0,8000,775
São Paulo,150,3,3,2,20,not acept,not furnished,2300,4000,417
Rio de Janeiro,15,1,1,0,2,not acept,not furnished,0,1000,0
São Paulo,35,1,1,0,1,not acept,not furnished,250,1305,0
São Paulo,120,3,4,2,1,acept,not furnished,1500,3000,670
São Paulo,24,2,2,1,13,acept,not furnished,993,5500,141
Porto Alegre,70,2,2,1,2,acept,not furnished,500,2720,75
Porto Alegre,50,1,2,0,0,acept,not furnished,250,1100,0
São Paulo,220,3,4,4,10,acept,not furnished,3500,7000,1000
São Paulo,180,3,4,3,3,acept,not furnished,1600,3500,65
Porto Alegre,148,3,2,3,3,acept,furnished,1000,3000,167
São Paulo,52,2,1,1,7,acept,not furnished,633,1340,8
Porto Alegre,48,2,1,0,1,acept,not furnished,100,700,0
São Paulo,160,4,5,2,22,acept,furnished,1200,6800,500
São Paulo,40,1,1,0,1,acept,not furnished,0,1000,56
São Paulo,40,1,1,0,2,not acept,furnished,685,2500,0
Campinas,143,3,2,3,0,acept,not furnished,0,1700,70
Campinas,550,3,4,8,0,acept,not furnished,0,4600,380
São Paulo,35,1,1,1,3,not acept,furnished,0,4200,17
Porto Alegre,50,2,1,0,18,acept,not furnished,500,1300,0
São Paulo,210,4,4,3,9,acept,not furnished,2100,9100,667
São Paulo,60,2,2,2,2,acept,not furnished,860,1840,165
São Paulo,217,4,4,3,3,acept,furnished,4180,5000,1550
Rio de Janeiro,300,3,3,2,5,acept,furnished,5000,11330,3334
Rio de Janeiro,45,1,1,0,0,acept,furnished,250,2000,45
São Paulo,230,5,3,0,0,acept,not furnished,0,7200,343
Campinas,139,3,5,3,3,acept,furnished,1090,6700,232
São Paulo,48,2,1,0,3,acept,not furnished,100,1350,0
São Paulo,145,3,3,3,6,acept,not furnished,1100,12000,667
Porto Alegre,65,1,1,0,3,acept,not furnished,311,1350,525
Porto Alegre,180,3,3,2,3,acept,not furnished,400,2700,250
São Paulo,438,5,6,5,0,not acept,not furnished,0,12000,817
São Paulo,100,2,2,1,10,acept,furnished,1300,1979,225
Rio de Janeiro,430,4,4,2,6,acept,not furnished,3500,10000,1119
São Paulo,315,4,5,5,20,not acept,not furnished,2500,4000,1000
Porto Alegre,374,3,4,2,0,acept,furnished,2500,8250,473
São Paulo,270,3,2,1,9,acept,not furnished,2300,3920,34
Campinas,92,2,3,2,5,not acept,not furnished,1260,4200,275
Porto Alegre,220,3,3,2,8,not acept,furnished,1636,10000,542
São Paulo,243,4,3,3,16,acept,not furnished,3754,2000,1324
Porto Alegre,240,3,3,7,0,acept,furnished,0,3400,349
São Paulo,260,4,5,5,3,acept,furnished,0,15000,0
Porto Alegre,63,3,2,2,11,acept,not furnished,547,2050,54
São Paulo,238,4,5,3,1,not acept,not furnished,2500,15000,375
São Paulo,60,2,2,2,15,acept,not furnished,692,1900,90
São Paulo,82,2,2,0,3,not acept,not furnished,650,1600,5
Campinas,74,3,1,1,3,acept,not furnished,350,1000,54
Belo Horizonte,40,1,1,2,11,not acept,furnished,1000,3500,63
Porto Alegre,70,3,1,1,3,acept,not furnished,424,1100,0
Belo Horizonte,83,3,2,3,18,acept,not furnished,745,2050,198
São Paulo,55,2,1,0,0,acept,not furnished,380,1350,0
São Paulo,290,3,2,2,0,not acept,furnished,0,8000,1334
Rio de Janeiro,250,5,3,4,0,acept,not furnished,0,5000,417
São Paulo,350,4,3,4,10,acept,not furnished,1600,7500,959
São Paulo,330,5,4,2,0,acept,furnished,0,7650,720
Campinas,82,3,3,2,4,acept,not furnished,550,1500,153
São Paulo,60,2,2,1,8,acept,not furnished,700,1420,59
Rio de Janeiro,74,2,1,0,1,acept,not furnished,1148,1900,212
Belo Horizonte,160,3,3,2,4,acept,not furnished,150,2400,244
Porto Alegre,483,4,4,0,4,acept,furnished,2000,4900,1167
São Paulo,35,1,1,0,16,acept,furnished,560,2999,103
São Paulo,285,4,4,3,16,not acept,not furnished,1100,4500,359
Belo Horizonte,50,2,1,1,3,acept,not furnished,230,1100,28
Rio de Janeiro,77,2,2,0,4,acept,not furnished,700,1950,88
São Paulo,76,2,2,1,8,not acept,not furnished,825,1600,33
Porto Alegre,200,2,1,0,0,acept,not furnished,0,2800,0
São Paulo,300,5,4,5,0,acept,not furnished,0,8500,60
Rio de Janeiro,105,3,2,1,13,acept,furnished,1200,12000,459
Campinas,55,1,1,1,7,acept,not furnished,480,700,45
Porto Alegre,75,2,2,1,5,acept,not furnished,450,1650,100
Campinas,276,3,4,3,11,acept,not furnished,2590,7000,594
Belo Horizonte,70,2,2,1,3,acept,not furnished,523,1050,100
São Paulo,460,7,5,5,0,acept,furnished,1,9000,3129
Rio de Janeiro,135,4,2,2,13,acept,furnished,1300,6489,467
Belo Horizonte,64,2,1,1,1,not acept,not furnished,210,1200,0
Belo Horizonte,76,2,1,1,1,acept,not furnished,277,700,59
São Paulo,170,6,4,4,0,acept,not furnished,0,7200,0
Belo Horizonte,85,2,1,1,1,not acept,not furnished,735,2150,198
Campinas,49,2,1,1,0,acept,not furnished,0,1000,0
Rio de Janeiro,128,4,2,0,2,not acept,not furnished,1100,2000,10
São Paulo,96,3,2,2,10,acept,not furnished,1616,1610,162
Rio de Janeiro,45,1,1,1,1,acept,furnished,1437,3000,382
São Paulo,32,1,1,1,2,not acept,furnished,1500,3250,300
Porto Alegre,37,1,1,0,4,acept,not furnished,340,1500,69
Belo Horizonte,335,4,4,4,0,acept,not furnished,0,10000,678
Rio de Janeiro,56,2,1,1,3,acept,not furnished,860,1500,90
São Paulo,330,1,3,8,0,acept,not furnished,0,3147,0
Rio de Janeiro,21,1,1,0,2,acept,not furnished,0,2800,0
São Paulo,300,5,5,4,0,acept,furnished,0,6500,525
Porto Alegre,373,4,4,4,0,acept,furnished,350,6800,100
São Paulo,53,2,1,1,7,not acept,not furnished,600,1200,60
São Paulo,156,3,3,3,20,acept,not furnished,1600,4900,917
Porto Alegre,80,2,1,0,2,not acept,furnished,180,1250,0
São Paulo,74,2,2,2,8,not acept,not furnished,870,3300,270
São Paulo,103,3,2,1,0,acept,not furnished,0,4200,250
Belo Horizonte,458,8,10,4,0,acept,not furnished,0,7000,419
Belo Horizonte,98,2,1,0,0,not acept,not furnished,0,1500,58
São Paulo,40,1,1,0,0,acept,not furnished,1,1000,6
São Paulo,65,1,1,0,3,not acept,not furnished,185,1300,63
São Paulo,70,1,1,0,4,not acept,not furnished,430,1300,17
Porto Alegre,55,1,1,1,14,not acept,furnished,460,3200,30
São Paulo,129,3,4,3,6,acept,furnished,1650,2500,434
Porto Alegre,46,1,1,1,1,acept,furnished,270,750,15
Porto Alegre,225,4,4,2,0,acept,not furnished,800,4445,352
São Paulo,215,3,1,1,18,acept,not furnished,1100,4000,240
São Paulo,100,3,3,2,0,not acept,not furnished,120,2000,0
Campinas,68,1,1,1,10,not acept,furnished,600,1000,48
São Paulo,82,3,1,1,8,not acept,not furnished,709,1500,107
Rio de Janeiro,90,2,3,0,2,acept,not furnished,620,2150,60
São Paulo,250,5,2,6,0,acept,not furnished,0,9000,1417
São Paulo,392,4,4,4,0,acept,not furnished,0,10000,1250
Rio de Janeiro,134,3,4,2,3,acept,furnished,1900,7000,466
Campinas,53,2,1,1,1,acept,not furnished,310,510,16
Rio de Janeiro,165,2,2,0,2,acept,furnished,0,2500,11
São Paulo,59,2,1,1,3,not acept,not furnished,270,1400,417
Porto Alegre,55,1,1,1,3,acept,not furnished,340,900,50
Rio de Janeiro,80,2,2,1,12,not acept,not furnished,580,1809,226
Rio de Janeiro,71,2,1,1,2,acept,not furnished,950,3140,190
Porto Alegre,200,3,3,2,0,acept,not furnished,1,5980,175
São Paulo,47,1,1,0,1,acept,not furnished,490,1200,26
São Paulo,78,1,1,2,8,not acept,furnished,1980,6000,317
Porto Alegre,70,2,1,0,9,acept,not furnished,0,1750,0
Belo Horizonte,44,1,1,1,11,acept,not furnished,520,3500,225
São Paulo,56,2,1,1,7,acept,not furnished,380,1500,40
Belo Horizonte,70,3,2,2,10,not acept,not furnished,360,1560,80
São Paulo,150,3,3,2,12,acept,not furnished,1650,4000,142
Rio de Janeiro,60,1,1,0,4,not acept,furnished,1400,2000,192
Belo Horizonte,200,3,4,4,10,acept,not furnished,2900,5500,1021
São Paulo,250,4,5,4,5,not acept,not furnished,3000,10000,0
São Paulo,250,4,5,3,0,acept,not furnished,0,5000,565
Porto Alegre,40,1,1,1,10,acept,furnished,210,1180,20
São Paulo,117,4,5,4,10,not acept,not furnished,1523,3175,711
Campinas,104,3,1,0,3,not acept,not furnished,600,650,69
Rio de Janeiro,120,3,1,0,3,not acept,not furnished,800,4500,234
Belo Horizonte,125,3,2,0,7,acept,not furnished,1300,2968,274
São Paulo,33,2,1,0,6,acept,not furnished,300,1900,0
Rio de Janeiro,99,3,2,1,10,acept,not furnished,1080,3500,192
São Paulo,63,1,1,0,12,acept,not furnished,870,2600,0
Rio de Janeiro,43,2,1,0,12,acept,not furnished,586,2000,63
São Paulo,61,2,2,2,2,not acept,furnished,1023,3160,270
Rio de Janeiro,76,2,2,1,8,acept,furnished,1200,3700,167
Porto Alegre,52,2,1,1,0,acept,not furnished,350,950,84
São Paulo,39,1,1,0,3,acept,furnished,350,1700,0
Porto Alegre,126,3,1,1,4,acept,not furnished,1137,2200,125
São Paulo,305,2,3,0,10,acept,not furnished,3500,5000,667
São Paulo,80,2,2,0,3,not acept,not furnished,931,2700,0
Rio de Janeiro,85,2,1,1,4,acept,not furnished,450,1700,100
Porto Alegre,74,3,2,2,13,acept,furnished,402,2300,58
Rio de Janeiro,130,3,2,1,3,not acept,not furnished,1303,2300,172
São Paulo,113,3,2,1,6,acept,not furnished,1000,3000,50
São Paulo,108,2,1,3,0,acept,not furnished,0,5000,260
São Paulo,270,4,4,4,0,acept,not furnished,0,10800,800
São Paulo,111,3,4,3,1,acept,not furnished,2500,2700,704
Rio de Janeiro,142,3,2,1,1,acept,furnished,1732,2868,247
Porto Alegre,48,1,1,1,5,acept,furnished,240,1100,16
São Paulo,76,3,2,2,10,acept,not furnished,365,2500,37
São Paulo,42,1,1,0,13,not acept,not furnished,760,2260,147
São Paulo,500,4,5,4,0,not acept,furnished,0,12750,2087
São Paulo,375,4,4,4,22,not acept,not furnished,4916,4700,3025
Rio de Janeiro,690,4,5,2,21,not acept,not furnished,4798,9500,1301
São Paulo,172,4,4,3,1,acept,not furnished,1800,7500,792
Rio de Janeiro,15,1,1,0,0,acept,not furnished,0,700,0
Rio de Janeiro,130,3,2,2,5,acept,not furnished,2250,6500,415
São Paulo,90,3,2,2,2,acept,not furnished,1320,1700,225
Campinas,68,3,2,2,9,acept,furnished,550,2700,76
São Paulo,260,4,4,4,0,acept,not furnished,0,14000,1834
São Paulo,87,2,3,2,1,acept,furnished,1200,3560,492
São Paulo,80,2,1,0,0,not acept,not furnished,0,1500,0
São Paulo,20,1,1,0,6,acept,furnished,602,1800,130
São Paulo,140,2,1,2,0,acept,not furnished,0,5000,584
São Paulo,45,2,1,1,1,acept,not furnished,176,1300,64
Campinas,230,3,4,4,5,acept,furnished,1800,10000,715
São Paulo,125,3,3,2,4,acept,not furnished,1550,3000,650
Rio de Janeiro,80,2,1,0,3,not acept,furnished,800,1360,9
São Paulo,22,1,1,1,8,acept,furnished,587,4500,150
Campinas,280,4,3,3,0,acept,not furnished,0,2167,169
São Paulo,126,3,4,3,6,acept,not furnished,2500,3200,579
Porto Alegre,64,3,2,1,1,acept,furnished,600,1620,0
Rio de Janeiro,70,2,1,1,3,acept,not furnished,950,3800,125
São Paulo,65,2,1,0,0,acept,not furnished,0,1200,34
Porto Alegre,98,3,1,0,1,acept,not furnished,400,1050,84
Belo Horizonte,136,3,3,2,6,acept,not furnished,230,2700,234
São Paulo,80,2,2,2,0,acept,not furnished,0,2465,0
Porto Alegre,54,2,1,1,8,acept,furnished,300,1000,50
Porto Alegre,55,1,1,1,2,acept,not furnished,300,1000,50
Rio de Janeiro,190,3,2,1,4,acept,not furnished,1800,5100,417
São Paulo,130,3,2,2,8,acept,not furnished,1310,6500,338
São Paulo,54,2,1,1,1,acept,not furnished,670,1932,73
São Paulo,200,3,4,4,2,not acept,furnished,3300,12000,1167
São Paulo,150,3,3,2,3,not acept,not furnished,2100,3600,499
São Paulo,205,3,4,4,13,acept,not furnished,1700,6000,650
São Paulo,310,3,3,2,0,not acept,not furnished,0,10400,0
São Paulo,250,3,4,4,0,acept,not furnished,0,4500,334
São Paulo,60,2,1,1,1,acept,not furnished,0,1100,0
São Paulo,66,2,2,1,5,acept,furnished,750,2980,0
São Paulo,176,3,4,3,20,not acept,not furnished,2004,9500,584
Porto Alegre,48,1,1,0,4,acept,furnished,250,1300,34
Rio de Janeiro,90,2,1,0,3,acept,not furnished,940,3490,234
Porto Alegre,67,2,2,1,9,acept,not furnished,300,1700,0
Belo Horizonte,55,2,1,1,8,not acept,not furnished,160,900,0
São Paulo,50,2,2,1,14,acept,not furnished,520,1550,100
Rio de Janeiro,140,3,1,1,3,acept,not furnished,1200,4090,0
Rio de Janeiro,18,1,1,0,14,not acept,not furnished,540,880,101
Belo Horizonte,120,4,3,2,2,acept,not furnished,0,3250,0
Campinas,50,1,1,0,1,not acept,not furnished,298,850,15
São Paulo,220,3,4,3,0,acept,furnished,0,4600,126
São Paulo,25,1,1,1,4,not acept,furnished,1449,3070,700
Belo Horizonte,230,4,2,1,2,acept,not furnished,300,2850,190
São Paulo,80,2,1,0,0,acept,not furnished,0,2200,0
São Paulo,180,3,3,2,7,acept,not furnished,3000,7000,292
Rio de Janeiro,62,2,1,0,0,acept,not furnished,50,1300,0
Porto Alegre,440,3,2,3,5,not acept,not furnished,100,10500,84
São Paulo,200,3,3,3,3,acept,not furnished,3162,4790,876
Porto Alegre,180,3,2,3,2,acept,furnished,0,5100,250
Porto Alegre,300,8,3,0,0,acept,not furnished,0,5100,250
Belo Horizonte,360,6,2,0,0,acept,not furnished,1,6000,688
Rio de Janeiro,55,2,2,0,6,acept,not furnished,740,2000,220
São Paulo,400,4,6,4,0,acept,not furnished,0,15000,1875
São Paulo,19,1,1,0,0,not acept,not furnished,0,1200,41
Porto Alegre,326,4,7,4,0,acept,not furnished,0,4200,184
São Paulo,240,4,4,3,4,acept,not furnished,8000,2000,2000
Campinas,35,1,1,0,0,acept,not furnished,0,1600,0
Rio de Janeiro,110,3,1,0,1,acept,not furnished,1100,1800,131
São Paulo,103,2,3,2,17,acept,furnished,7000,9000,500
São Paulo,273,3,5,4,5,acept,not furnished,2695,10900,1057
São Paulo,250,4,5,2,0,acept,not furnished,0,8000,338
Porto Alegre,67,2,2,1,2,acept,furnished,413,1240,55
São Paulo,45,1,1,1,3,acept,furnished,2000,4850,334
São Paulo,19,1,1,0,0,not acept,not furnished,0,1200,0
Rio de Janeiro,90,3,2,1,13,acept,not furnished,1300,2050,230
São Paulo,143,3,3,2,20,acept,not furnished,1900,8400,539
São Paulo,75,2,1,1,14,not acept,furnished,1200,2380,196
Rio de Janeiro,115,3,2,1,2,acept,not furnished,1200,2900,317
Belo Horizonte,100,3,2,2,3,not acept,not furnished,400,2300,165
São Paulo,63,2,2,1,19,acept,not furnished,184,4400,136
Rio de Janeiro,70,2,2,1,2,acept,not furnished,1100,2500,230
Belo Horizonte,80,3,2,2,1,not acept,furnished,400,2500,126
São Paulo,215,3,4,2,0,acept,not furnished,0,5000,318
Campinas,75,3,2,1,3,not acept,not furnished,550,2125,67
São Paulo,35,1,1,0,1,not acept,not furnished,250,1305,0
São Paulo,400,3,5,4,11,acept,not furnished,3830,3500,1419
Porto Alegre,109,4,2,3,1,acept,not furnished,280,1950,63
Rio de Janeiro,75,2,2,1,3,acept,not furnished,684,1800,84
São Paulo,23,1,1,0,25,acept,not furnished,399,2150,0
São Paulo,172,4,3,2,5,acept,furnished,1050,8300,180
São Paulo,73,2,2,1,16,acept,not furnished,550,2160,105
Porto Alegre,25,1,1,0,12,not acept,not furnished,240,750,22
Campinas,56,2,1,1,2,acept,not furnished,420,1050,24
São Paulo,96,2,1,2,3,acept,not furnished,880,1648,80
São Paulo,240,3,2,3,0,acept,not furnished,0,5900,500
São Paulo,57,2,1,1,24,acept,furnished,540,3500,135
Rio de Janeiro,130,3,2,1,9,acept,furnished,2000,8700,650
São Paulo,35,1,1,1,10,not acept,furnished,1400,2800,205
São Paulo,115,3,2,1,8,acept,not furnished,826,2300,195
Porto Alegre,45,2,1,0,2,acept,not furnished,74,1040,42
Rio de Janeiro,40,1,1,0,2,not acept,not furnished,450,2390,114
Rio de Janeiro,95,3,1,1,0,acept,furnished,1434,3500,230
São Paulo,60,2,2,1,11,acept,furnished,1680,6000,200
Campinas,160,4,2,2,16,acept,not furnished,1448,2800,207
São Paulo,315,3,4,3,15,acept,furnished,1715,5000,340
Belo Horizonte,365,4,4,3,8,acept,furnished,3500,8800,459
São Paulo,45,2,1,1,4,acept,not furnished,284,1100,0
Rio de Janeiro,108,2,1,0,1,acept,not furnished,450,2125,47
Campinas,76,3,2,2,3,not acept,not furnished,450,2200,120
Belo Horizonte,140,4,3,2,9,acept,not furnished,1720,4000,284
Belo Horizonte,30,1,1,0,3,not acept,not furnished,0,750,57
Campinas,50,2,2,1,2,not acept,not furnished,262,1400,63
São Paulo,16,1,1,0,1,not acept,not furnished,0,850,9
Porto Alegre,110,2,1,0,1,acept,not furnished,260,2100,92
São Paulo,270,4,4,4,0,acept,not furnished,0,10800,800
São Paulo,125,3,1,0,4,acept,not furnished,650,2700,142
Campinas,46,2,1,1,3,acept,not furnished,250,970,42
São Paulo,55,2,2,1,21,acept,not furnished,480,2000,9
São Paulo,82,3,2,2,8,acept,not furnished,903,1500,59
Rio de Janeiro,42,1,1,0,9,acept,furnished,682,1800,56
Belo Horizonte,285,3,2,0,6,acept,not furnished,1000,6000,492
São Paulo,76,2,2,1,6,not acept,not furnished,500,1350,5
Rio de Janeiro,338,4,2,2,0,acept,not furnished,0,4300,190
São Paulo,300,6,8,3,0,acept,not furnished,0,10900,1917
São Paulo,30,1,1,1,10,not acept,furnished,1700,4600,0
São Paulo,320,5,5,3,0,acept,furnished,320,8000,267
Porto Alegre,80,2,1,0,1,acept,not furnished,171,1900,50
São Paulo,43,1,1,0,6,not acept,not furnished,350,1080,57
São Paulo,102,2,2,2,0,acept,not furnished,0,3400,248
São Paulo,47,2,1,1,1,acept,not furnished,350,1000,0
Rio de Janeiro,120,4,2,1,5,acept,furnished,1890,12000,367
Belo Horizonte,178,3,3,3,10,acept,not furnished,1840,7500,542
São Paulo,27,1,1,0,0,not acept,not furnished,0,1480,0
Rio de Janeiro,174,4,2,1,1,acept,not furnished,1682,2400,500
São Paulo,40,1,1,1,5,acept,not furnished,350,1780,0
